file,emotion,intensity,statement,actor
1046_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1046
1037_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1037
1038_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1038
1031_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1031
1037_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1037
1042_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1042
1031_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1031
1051_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1051
1056_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1056
1089_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1089
1024_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1024
1006_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1006
1066_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1066
1042_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1042
1047_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1047
1062_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1062
1084_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1084
1051_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1051
1022_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1022
1016_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1016
1006_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1006
1036_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1036
1064_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1064
1056_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1056
1065_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1065
1021_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1021
1011_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1011
1019_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1019
1012_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1012
1065_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1065
1083_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1083
1082_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1082
1008_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1008
1076_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1076
1080_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1080
1032_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1032
1047_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1047
1025_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1025
1056_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1056
1009_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1009
1041_MTI_DIS_XX.wav,disgust,unspecified,Maybe tomorrow it will be cold,1041
1081_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1081
1003_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1003
1020_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1020
1003_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1003
1058_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1058
1049_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1049
1032_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1032
1036_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1036
1033_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1033
1036_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1036
1006_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1006
1090_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1090
1065_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1065
1090_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1090
1087_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1087
1025_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1025
1082_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1082
1061_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1061
1078_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1078
1076_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1076
1071_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1071
1087_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1087
1018_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1018
1053_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1053
1061_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1061
1001_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1001
1007_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1007
1001_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1001
1061_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1061
1044_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1044
1014_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1014
1039_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1039
1039_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1039
1019_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1019
1050_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1050
1077_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1077
1020_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1020
1080_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1080
1060_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1060
1049_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1049
1003_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1003
1083_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1083
1010_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1010
1026_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1026
1043_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1043
1029_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1029
1054_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1054
1071_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1071
1064_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1064
1029_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1029
1021_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1021
1014_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1014
1059_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1059
1079_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1079
1027_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1027
1030_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1030
1008_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1008
1065_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1065
1032_IOM_SAD_XX.wav,sad,unspecified,I'm on my way to the meeting,1032
1064_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1064
1021_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1021
1009_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1009
1075_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1075
1061_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1061
1070_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1070
1007_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1007
1065_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1065
1066_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1066
1076_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1076
1052_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1052
1082_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1082
1062_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1062
1044_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1044
1005_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1005
1089_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1089
1069_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1069
1077_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1077
1002_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1002
1080_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1080
1055_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1055
1064_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1064
1066_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1066
1011_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1011
1061_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1061
1078_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1078
1026_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1026
1016_IWW_NEU_XX.wav,neutral,unspecified,I wonder what this is about,1016
1031_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1031
1020_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1020
1008_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1008
1060_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1060
1046_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1046
1016_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1016
1023_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1023
1086_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1086
1019_TAI_HAP_XX.wav,happy,unspecified,The airplane is almost full,1019
1029_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1029
1086_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1086
1051_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1051
1006_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1006
1065_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1065
1046_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1046
1006_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1006
1044_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1044
1012_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1012
1008_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1008
1054_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1054
1055_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1055
1065_IWW_NEU_XX.wav,neutral,unspecified,I wonder what this is about,1065
1041_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1041
1016_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1016
1055_MTI_DIS_XX.wav,disgust,unspecified,Maybe tomorrow it will be cold,1055
1011_MTI_HAP_XX.wav,happy,unspecified,Maybe tomorrow it will be cold,1011
1071_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1071
1023_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1023
1087_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1087
1088_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1088
1084_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1084
1026_TIE_ANG_XX.wav,anger,unspecified,That is exactly what happened,1026
1013_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1013
1002_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1002
1075_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1075
1083_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1083
1014_IWL_NEU_XX.wav,neutral,unspecified,I would like a new alarm clock,1014
1052_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1052
1063_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1063
1038_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1038
1081_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1081
1082_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1082
1031_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1031
1072_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1072
1071_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1071
1010_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1010
1021_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1021
1079_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1079
1031_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1031
1056_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1056
1061_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1061
1052_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1052
1020_MTI_NEU_XX.wav,neutral,unspecified,Maybe tomorrow it will be cold,1020
1016_IOM_NEU_XX.wav,neutral,unspecified,I'm on my way to the meeting,1016
1028_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1028
1004_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1004
1065_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1065
1077_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1077
1067_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1067
1066_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1066
1026_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1026
1038_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1038
1062_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1062
1086_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1086
1033_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1033
1037_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1037
1034_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1034
1027_IOM_DIS_XX.wav,disgust,unspecified,I'm on my way to the meeting,1027
1025_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1025
1062_ITH_DIS_XX.wav,disgust,unspecified,I think I have a doctor's appointment,1062
1026_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1026
1073_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1073
1035_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1035
1004_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1004
1022_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1022
1046_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1046
1088_TIE_FEA_XX.wav,fearful,unspecified,That is exactly what happened,1088
1004_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1004
1032_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1032
1052_IWL_NEU_XX.wav,neutral,unspecified,I would like a new alarm clock,1052
1067_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1067
1010_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1010
1008_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1008
1001_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1001
1054_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1054
1005_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1005
1057_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1057
1053_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1053
1073_WSI_DIS_XX.wav,disgust,unspecified,We'll stop in a couple of minutes,1073
1087_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1087
1041_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1041
1025_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1025
1021_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1021
1019_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1019
1016_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1016
1076_TAI_ANG_XX.wav,anger,unspecified,The airplane is almost full,1076
1046_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1046
1042_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1042
1010_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1010
1073_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1073
1033_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1033
1026_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1026
1006_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1006
1001_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1001
1074_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1074
1010_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1010
1022_DFA_ANG_XX.wav,anger,unspecified,Don't forget a jacket,1022
1009_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1009
1037_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1037
1008_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1008
1075_MTI_HAP_XX.wav,happy,unspecified,Maybe tomorrow it will be cold,1075
1073_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1073
1051_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1051
1057_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1057
1055_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1055
1091_WSI_NEU_XX.wav,neutral,unspecified,We'll stop in a couple of minutes,1091
1086_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1086
1028_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1028
1024_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1024
1038_TAI_DIS_XX.wav,disgust,unspecified,The airplane is almost full,1038
1069_ITH_SAD_XX.wav,sad,unspecified,I think I have a doctor's appointment,1069
1036_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1036
1070_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1070
1091_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1091
1039_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1039
1036_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1036
1027_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1027
1016_TSI_ANG_XX.wav,anger,unspecified,The surface is slick,1016
1019_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1019
1051_MTI_DIS_XX.wav,disgust,unspecified,Maybe tomorrow it will be cold,1051
1029_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1029
1062_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1062
1015_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1015
1027_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1027
1041_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1041
1089_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1089
1012_IEO_DIS_HI.wav,disgust,high,It's eleven o'clock,1012
1058_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1058
1078_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1078
1084_IEO_ANG_HI.wav,anger,high,It's eleven o'clock,1084
1015_ITS_NEU_XX.wav,neutral,unspecified,I think I've seen this before,1015
1084_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1084
1016_TAI_NEU_XX.wav,neutral,unspecified,The airplane is almost full,1016
1086_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1086
1078_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1078
1087_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1087
1004_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1004
1019_ITS_ANG_XX.wav,anger,unspecified,I think I've seen this before,1019
1062_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1062
1078_ITH_DIS_XX.wav,disgust,unspecified,I think I have a doctor's appointment,1078
1051_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1051
1069_IWW_FEA_XX.wav,fearful,unspecified,I wonder what this is about,1069
1027_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1027
1055_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1055
1049_IEO_FEA_HI.wav,fearful,high,It's eleven o'clock,1049
1051_ITH_NEU_XX.wav,neutral,unspecified,I think I have a doctor's appointment,1051
1031_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1031
1026_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1026
1048_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1048
1084_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1084
1045_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1045
1081_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1081
1023_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1023
1076_TSI_FEA_XX.wav,fearful,unspecified,The surface is slick,1076
1052_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1052
1055_IWL_FEA_XX.wav,fearful,unspecified,I would like a new alarm clock,1055
1012_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1012
1076_MTI_FEA_XX.wav,fearful,unspecified,Maybe tomorrow it will be cold,1076
1045_TAI_FEA_XX.wav,fearful,unspecified,The airplane is almost full,1045
1005_ITS_DIS_XX.wav,disgust,unspecified,I think I've seen this before,1005
1017_TSI_HAP_XX.wav,happy,unspecified,The surface is slick,1017
1052_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1052
1064_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1064
1003_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1003
1062_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1062
1085_TIE_HAP_XX.wav,happy,unspecified,That is exactly what happened,1085
1057_WSI_FEA_XX.wav,fearful,unspecified,We'll stop in a couple of minutes,1057
1053_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1053
1084_TSI_NEU_XX.wav,neutral,unspecified,The surface is slick,1084
1076_IOM_ANG_XX.wav,anger,unspecified,I'm on my way to the meeting,1076
1081_IWL_HAP_XX.wav,happy,unspecified,I would like a new alarm clock,1081
1010_IWL_SAD_XX.wav,sad,unspecified,I would like a new alarm clock,1010
1013_ITS_FEA_XX.wav,fearful,unspecified,I think I've seen this before,1013
1039_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1039
1041_ITS_HAP_XX.wav,happy,unspecified,I think I've seen this before,1041
1027_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1027
1052_DFA_SAD_XX.wav,sad,unspecified,Don't forget a jacket,1052
1061_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1061
1016_DFA_FEA_XX.wav,fearful,unspecified,Don't forget a jacket,1016
1087_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1087
1011_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1011
1078_IOM_HAP_XX.wav,happy,unspecified,I'm on my way to the meeting,1078
1035_DFA_HAP_XX.wav,happy,unspecified,Don't forget a jacket,1035
1003_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1003
1022_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1022
1015_ITH_HAP_XX.wav,happy,unspecified,I think I have a doctor's appointment,1015
1028_IWL_ANG_XX.wav,anger,unspecified,I would like a new alarm clock,1028
1007_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1007
1010_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1010
1013_TIE_DIS_XX.wav,disgust,unspecified,That is exactly what happened,1013
1082_IWW_ANG_XX.wav,anger,unspecified,I wonder what this is about,1082
1030_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1030
1027_DFA_NEU_XX.wav,neutral,unspecified,Don't forget a jacket,1027
1013_ITH_FEA_XX.wav,fearful,unspecified,I think I have a doctor's appointment,1013
1057_TIE_NEU_XX.wav,neutral,unspecified,That is exactly what happened,1057
1038_TAI_SAD_XX.wav,sad,unspecified,The airplane is almost full,1038
1068_ITH_ANG_XX.wav,anger,unspecified,I think I have a doctor's appointment,1068
1043_ITS_SAD_XX.wav,sad,unspecified,I think I've seen this before,1043
1044_IWL_NEU_XX.wav,neutral,unspecified,I would like a new alarm clock,1044
1012_WSI_ANG_XX.wav,anger,unspecified,We'll stop in a couple of minutes,1012
1070_WSI_SAD_XX.wav,sad,unspecified,We'll stop in a couple of minutes,1070
1001_IWW_SAD_XX.wav,sad,unspecified,I wonder what this is about,1001
1082_TIE_SAD_XX.wav,sad,unspecified,That is exactly what happened,1082
1036_TSI_SAD_XX.wav,sad,unspecified,The surface is slick,1036
1051_IWL_DIS_XX.wav,disgust,unspecified,I would like a new alarm clock,1051
1035_IOM_FEA_XX.wav,fearful,unspecified,I'm on my way to the meeting,1035
1019_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1019
1087_IEO_SAD_HI.wav,sad,high,It's eleven o'clock,1087
1012_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1012
1048_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1048
1089_TSI_DIS_XX.wav,disgust,unspecified,The surface is slick,1089
1015_WSI_HAP_XX.wav,happy,unspecified,We'll stop in a couple of minutes,1015
1059_IEO_HAP_HI.wav,happy,high,It's eleven o'clock,1059
1075_IWW_HAP_XX.wav,happy,unspecified,I wonder what this is about,1075
1039_IEO_NEU_XX.wav,neutral,unspecified,It's eleven o'clock,1039
1037_MTI_SAD_XX.wav,sad,unspecified,Maybe tomorrow it will be cold,1037
1041_IWW_DIS_XX.wav,disgust,unspecified,I wonder what this is about,1041
1075_DFA_DIS_XX.wav,disgust,unspecified,Don't forget a jacket,1075
1082_MTI_ANG_XX.wav,anger,unspecified,Maybe tomorrow it will be cold,1082
1005_ITH_DIS_XX.wav,disgust,unspecified,I think I have a doctor's appointment,1005
